obs,action,reward,next_obs,done
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.03332099313882286,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.08314096643359975,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0.03332099313882286,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.11614021174790659,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.08314096643359975,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0.03332099313882286,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.03332099313882286,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.03332099313882286,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.08314096643359975,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.09966799462495582,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.03332099313882286,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.03332099313882286,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.03332099313882286,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",0,0,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.06656807650226257,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",1.0
"[0.0, 1.0]",1,0.01666512362823861,"[0.0, 1.0]",0.0
"[0.5, 0.5]",0,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",0,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
"[0.42857142857142855, 0.5714285714285714]",1,0,"[0.42857142857142855, 0.5714285714285714]",1.0
